Unnamed: 0,date,state,cases,deaths,cases_diff,death_diff
415,2020-8,Maryland,109353,3761.0,19428,255.0
416,2020-8,Michigan,113969,6770.0,22519,310.0
417,2020-8,Minnesota,76404,1872.0,21176,226.0
418,2020-8,Mississippi,83584,2493.0,23703,800.0
419,2020-8,Missouri,87414,1651.0,35402,340.0
420,2020-8,Montana,7526,105.0,3445,44.0
421,2020-8,Nevada,69708,1313.0,20501,481.0
422,2020-8,New Hampshire,7297,432.0,684,16.0
423,2020-8,New Jersey,194070,15950.0,10166,120.0
424,2020-8,New Mexico,25460,787.0,4664,136.0
425,2020-8,North Carolina,169966,2769.0,45951,780.0
426,2020-8,North Dakota,12004,149.0,5398,42.0
427,2020-8,Northern Mariana Islands,57,2.0,13,0.0
428,2020-8,Ohio,124610,4165.0,32523,650.0
429,2020-8,Oklahoma,59399,809.0,21693,260.0
430,2020-8,Pennsylvania,139591,7764.0,22123,494.0
431,2020-8,Puerto Rico,33421,,15549,
432,2020-8,South Carolina,119846,2757.0,29247,1006.0
433,2020-8,South Dakota,13749,167.0,4882,33.0
434,2020-8,Tennessee,153274,1753.0,47819,697.0
435,2020-8,Vermont,1635,58.0,214,1.0
436,2020-8,Virgin Islands,1143,15.0,722,7.0
437,2020-8,Virginia,121615,2612.0,30814,397.0
438,2020-8,West Virginia,10507,222.0,3772,106.0
439,2020-8,Wyoming,3866,41.0,1097,15.0
440,2020-9,Arizona,219214,5674.0,16839,626.0
441,2020-9,California,824306,15989.0,107678,2840.0
442,2020-9,Illinois,299111,8956.0,59996,657.0
443,2020-9,Massachusetts,132870,9480.0,3982,416.0
444,2020-9,Washington,92166,2227.0,14105,209.0
445,2020-9,Florida,709136,14443.0,78104,3070.0
446,2020-9,Nebraska,46185,497.0,11611,92.0
447,2020-9,New York,464752,32768.0,24515,217.0
448,2020-9,Oregon,33865,561.0,6907,94.0
449,2020-9,Rhode Island,24914,1117.0,2912,67.0
450,2020-9,Texas,788066,16220.0,142532,3216.0
451,2020-9,Utah,74099,460.0,21594,50.0
452,2020-9,Wisconsin,132176,1358.0,50488,217.0
453,2020-9,Alabama,155744,2548.0,28128,348.0
